batter,breaks,coordinates,description,endSpeed,extension,game_pk,pitcher,plateTime,result,startSpeed,strikeZoneBottom,strikeZoneTop,type,typeConfidence,zone
595281,"{'breakAngle': 14.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -17.5, 'breakVerticalInduced': 14.5, 'breakHorizontal': 4.6, 'spinRate': 2289, 'spinDirection': 198}","{'aY': 23.543710436287945, 'aZ': -16.697711876791665, 'pfxX': -3.432972840100339, 'pfxZ': 8.417284718037074, 'pX': 1.0164922051645804, 'pZ': 1.926381565999376, 'vX0': 9.919091496961663, 'vY0': -133.46551552916225, 'vZ0': -5.52012243765263, 'x': 78.25, 'y': 186.77, 'x0': -2.2710504732749857, 'y0': 50.00518835556573, 'z0': 5.188732200280073, 'aX': -6.315223529395909}",Ball,85.5,6.923543820876241,718759,656427,0.40741774197288994,Pop Out,91.8,1.65941168985627,3.33791093569466,Four-Seam Fastball,0.88,14
595281,"{'breakAngle': 9.6, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -38.5, 'breakVerticalInduced': 4.1, 'breakHorizontal': -6.8, 'spinRate': 2315, 'spinDirection': 88}","{'aY': 25.68268314190935, 'aZ': -28.982438866438898, 'pfxX': 2.7002351248035694, 'pfxZ': 2.326519451401186, 'pX': 1.0095872390207266, 'pZ': 1.9784737965181887, 'vX0': 7.006881026406642, 'vY0': -117.38785055000481, 'vZ0': -1.433565288284292, 'x': 78.52, 'y': 185.36, 'x0': -2.3851231106416875, 'y0': 50.00414532037172, 'z0': 5.337732521247389, 'aX': 3.7041299511922947}","In play, out(s)",73.3,6.81497984722089,718759,656427,0.4696226026194501,Pop Out,80.8,1.66,3.46,Slider,0.92,14
543807,"{'breakAngle': 3.6, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -20.0, 'breakVerticalInduced': 13.2, 'breakHorizontal': 1.3, 'spinRate': 2164, 'spinDirection': 194}","{'aY': 26.326506630057487, 'aZ': -18.773285016487094, 'pfxX': -1.7516293724149845, 'pfxZ': 7.593814097369287, 'pX': 0.7101739292417268, 'pZ': 2.5189316053406174, 'vX0': 8.772337263007516, 'vY0': -131.59963706064607, 'vZ0': -3.4421223500042775, 'x': 89.93, 'y': 170.77, 'x0': -2.430011944457774, 'y0': 50.00214834880077, 'z0': 5.224015628393017, 'aX': -3.0913567347934903}",Foul,83.3,6.767533172484617,718759,656427,0.4152352091605076,Strikeout,90.5,1.61,3.5,Four-Seam Fastball,0.91,6
543807,"{'breakAngle': 4.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.9, 'breakVerticalInduced': 18.0, 'breakHorizontal': 1.1, 'spinRate': 2452, 'spinDirection': 204}","{'aY': 28.15070092525683, 'aZ': -12.874848025978427, 'pfxX': -1.5335363464448708, 'pfxZ': 10.525987858923838, 'pX': 0.6863072372790078, 'pZ': 2.1565353775530607, 'vX0': 8.426978103900453, 'vY0': -134.31942271796424, 'vZ0': -5.789246613958824, 'x': 90.84, 'y': 180.55, 'x0': -2.2877388652809887, 'y0': 50.00253439329582, 'z0': 5.249447098462999, 'aX': -2.812058364479772}",Swinging Strike,84.8,6.833976521148834,718759,656427,0.4072282648910055,Strikeout,92.4,1.61,3.5,Four-Seam Fastball,0.94,9
543807,"{'breakAngle': 1.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -16.0, 'breakVerticalInduced': 15.7, 'breakHorizontal': 0.2, 'spinRate': 2374, 'spinDirection': 207}","{'aY': 27.116838885438973, 'aZ': -15.002893287741541, 'pfxX': -1.068072462229046, 'pfxZ': 9.235620252231477, 'pX': 0.7444641409654114, 'pZ': 1.8258760250559432, 'vX0': 8.59547256618678, 'vY0': -134.9490582912577, 'vZ0': -6.167047336656542, 'x': 88.62, 'y': 189.48, 'x0': -2.332171773157122, 'y0': 50.00475435897938, 'z0': 5.182722338381909, 'aX': -1.986916567216095}",Called Strike,85.6,6.879316035424583,718759,656427,0.40461002664243617,Strikeout,92.8,1.60939669477115,3.2804442369387,Four-Seam Fastball,0.94,9
691023,"{'breakAngle': 36.0, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -14.4, 'breakVerticalInduced': 16.6, 'breakHorizontal': 10.3, 'spinRate': 2138, 'spinDirection': 212}","{'aY': 29.274228829800094, 'aZ': -13.553642884736732, 'pfxX': -6.298314689253897, 'pfxZ': 9.852293650341998, 'pX': -1.2051239363715387, 'pZ': 2.3099473625641065, 'vX0': 5.279995075734413, 'vY0': -136.41490428957044, 'vZ0': -6.9297465460347185, 'x': 162.94, 'y': 176.41, 'x0': -2.3449654278979395, 'y0': 50.001828201732046, 'z0': 5.81276319219828, 'aX': -11.901053147362438}",Ball,86.0,6.647019285560758,718759,592332,0.40113132095993187,Groundout,93.8,1.67641670273568,3.72882460540956,Four-Seam Fastball,0.9,13
691023,"{'breakAngle': 32.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -15.4, 'breakVerticalInduced': 16.7, 'breakHorizontal': 9.7, 'spinRate': 2249, 'spinDirection': 217}","{'aY': 28.073034289151376, 'aZ': -14.14186095404685, 'pfxX': -6.079354102508427, 'pfxZ': 9.847127531153005, 'pX': -0.6550159388544216, 'pZ': 2.3699123695854385, 'vX0': 6.436562992758134, 'vY0': -134.23743296493728, 'vZ0': -6.5844659621644315, 'x': 141.97, 'y': 174.79, 'x0': -2.2899038794954243, 'y0': 50.00622870200969, 'z0': 5.854781336782753, 'aX': -11.137423766807245}","In play, out(s)",84.7,6.561360063916106,718759,592332,0.4074643697060729,Groundout,92.3,1.677,3.656,Four-Seam Fastball,0.88,4
668800,"{'breakAngle': 40.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.0, 'breakVerticalInduced': 17.5, 'breakHorizontal': 11.2, 'spinRate': 2265, 'spinDirection': 217}","{'aY': 30.031894822647676, 'aZ': -12.189423022413042, 'pfxX': -7.001950717960623, 'pfxZ': 10.381440927784933, 'pX': -0.6785088930889379, 'pZ': 2.3392648072485023, 'vX0': 7.187579293203022, 'vY0': -137.73081794055628, 'vZ0': -7.143052568067379, 'x': 142.86, 'y': 175.62, 'x0': -2.4098134956220583, 'y0': 50.001731509496295, 'z0': 5.787154092328412, 'aX': -13.477999089727899}",Foul,86.8,6.6467881106273925,718759,592332,0.3973780510520917,Flyout,94.8,1.5,3.2,Four-Seam Fastball,0.9,4
668800,"{'breakAngle': 28.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -12.7, 'breakVerticalInduced': 17.9, 'breakHorizontal': 6.8, 'spinRate': 2187, 'spinDirection': 212}","{'aY': 30.58969936828607, 'aZ': -12.53519426247171, 'pfxX': -4.797010157203891, 'pfxZ': 10.274183478660026, 'pX': 0.2969403528462592, 'pZ': 3.5224765481751183, 'vX0': 8.625838673903283, 'vY0': -137.41905860882233, 'vZ0': -3.9771878660871987, 'x': 105.68, 'y': 143.67, 'x0': -2.2601487259929427, 'y0': 50.003935653550435, 'z0': 5.8407729405009565, 'aX': -9.171263435480235}",Foul,86.3,6.597289573682986,718759,592332,0.3986528353423262,Flyout,94.5,1.5,3.2,Four-Seam Fastball,0.9,12
668800,"{'breakAngle': 28.8, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -31.9, 'breakVerticalInduced': 4.3, 'breakHorizontal': 17.4, 'spinRate': 1635, 'spinDirection': 238}","{'aY': 24.927245044465007, 'aZ': -26.599278032929288, 'pfxX': -10.809688535282291, 'pfxZ': 3.4300276872644515, 'pX': 0.32079493475115434, 'pZ': -0.2807493862449511, 'vX0': 10.233111609163657, 'vY0': -126.38906974424889, 'vZ0': -9.1297730778661, 'x': 104.77, 'y': 246.36, 'x0': -2.369347586411841, 'y0': 50.001345174900166, 'z0': 5.503157465912988, 'aX': -17.548175836674}",Ball,80.5,6.735716907915883,718759,592332,0.43281083435946055,Flyout,87.2,1.49936429777012,3.22407613885213,Splitter,0.9,14
668800,"{'breakAngle': 25.2, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -35.2, 'breakVerticalInduced': 2.2, 'breakHorizontal': 16.2, 'spinRate': 1704, 'spinDirection': 232}","{'aY': 21.984144038712877, 'aZ': -29.184294502629168, 'pfxX': -10.048170783111985, 'pfxZ': 1.9045887141294426, 'pX': 0.34898836729787597, 'pZ': 0.5078415737763652, 'vX0': 9.807283803478443, 'vY0': -123.82580320835508, 'vZ0': -6.6385158808287565, 'x': 103.7, 'y': 225.07, 'x0': -2.335326437495134, 'y0': 50.00554866033938, 'z0': 5.628532197394306, 'aX': -15.791634306321104}",Ball,79.4,6.582941860421193,718759,592332,0.44036731503309445,Flyout,85.3,1.49936429777012,3.22407613885213,Splitter,0.91,14
668800,"{'breakAngle': 40.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.1, 'breakVerticalInduced': 17.5, 'breakHorizontal': 10.9, 'spinRate': 2212, 'spinDirection': 219}","{'aY': 30.677591985329865, 'aZ': -12.366113766467251, 'pfxX': -6.982089437240263, 'pfxZ': 10.313104585256664, 'pX': -0.2286759381508943, 'pZ': 2.560387505147148, 'vX0': 7.9388945208750075, 'vY0': -137.71967467719014, 'vZ0': -6.306514976989572, 'x': 125.72, 'y': 169.65, 'x0': -2.241967334428264, 'y0': 50.00110062467531, 'z0': 5.716972936443467, 'aX': -13.40741835040591}","In play, out(s)",86.5,6.631516405312024,718759,592332,0.39776090941121023,Flyout,94.8,1.5,3.2,Four-Seam Fastball,0.9,5
669242,"{'breakAngle': 21.6, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -33.2, 'breakVerticalInduced': 4.8, 'breakHorizontal': 13.3, 'spinRate': 1718, 'spinDirection': 229}","{'aY': 21.15890151066004, 'aZ': -27.533998092192107, 'pfxX': -8.156279776372964, 'pfxZ': 2.9961888562203667, 'pX': -0.3920020478569234, 'pZ': 1.7425349063826308, 'vX0': 7.460276889809157, 'vY0': -122.78489321085752, 'vZ0': -4.140078051203775, 'x': 131.94, 'y': 191.73, 'x0': -2.3900345207197753, 'y0': 50.003315661568045, 'z0': 5.75722478224145, 'aX': -12.627166594125045}",Called Strike,78.5,6.7649750825480295,718759,592332,0.44376580754356,Single,84.4,1.48936104527639,3.21407495174898,Splitter,0.9,7
669242,"{'breakAngle': 37.2, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -15.6, 'breakVerticalInduced': 15.6, 'breakHorizontal': 11.5, 'spinRate': 2173, 'spinDirection': 218}","{'aY': 30.79030850743875, 'aZ': -14.624816417709768, 'pfxX': -7.6287538145973075, 'pfxZ': 9.341947728786195, 'pX': 0.6862026210006529, 'pZ': 2.1790359624685105, 'vX0': 10.631474476947073, 'vY0': -136.37396035307185, 'vZ0': -6.710962240038488, 'x': 90.84, 'y': 179.95, 'x0': -2.276703935124237, 'y0': 50.000630084843806, 'z0': 5.685872052705839, 'aX': -14.327607228563247}",Called Strike,85.7,6.709972841323625,718759,592332,0.40207350011554643,Single,94.0,1.48936104527639,3.21407495174898,Four-Seam Fastball,0.89,6
669242,"{'breakAngle': 26.4, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -32.0, 'breakVerticalInduced': 5.5, 'breakHorizontal': 16.1, 'spinRate': 1617, 'spinDirection': 226}","{'aY': 28.050932341287897, 'aZ': -26.514907035499352, 'pfxX': -10.114503831174181, 'pfxZ': 3.6326529820494793, 'pX': -0.3586397461406756, 'pZ': 1.4268673064777249, 'vX0': 8.278701483154663, 'vY0': -124.76720493667258, 'vZ0': -4.863175347472448, 'x': 130.67, 'y': 200.25, 'x0': -2.4261927649844472, 'y0': 50.001727269514426, 'z0': 5.619978989776419, 'aX': -15.74521619678362}","In play, no out",78.0,6.92766875815418,718759,592332,0.4411401006902387,Single,86.0,1.49,3.19,Splitter,0.91,13
680977,"{'breakAngle': 43.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.0, 'breakVerticalInduced': 17.8, 'breakHorizontal': 11.9, 'spinRate': 2247, 'spinDirection': 220}","{'aY': 28.98179181775479, 'aZ': -12.41343025282636, 'pfxX': -7.246612101252003, 'pfxZ': 10.35603627633462, 'pX': -1.0478850178273567, 'pZ': 2.726730721915557, 'vX0': 6.1966843410602275, 'vY0': -136.95499407138126, 'vZ0': -5.747067589554318, 'x': 156.94, 'y': 165.16, 'x0': -2.393355927888073, 'y0': 50.00422418107817, 'z0': 5.6944397050623135, 'aX': -13.828952538326467}",Called Strike,86.4,6.645245556561682,718759,592332,0.39925039576509214,Strikeout,94.2,1.66616393391821,3.30506875674675,Four-Seam Fastball,0.9,11
680977,"{'breakAngle': 37.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.7, 'breakVerticalInduced': 18.2, 'breakHorizontal': 10.4, 'spinRate': 2159, 'spinDirection': 212}","{'aY': 29.750924420942177, 'aZ': -12.640050275412412, 'pfxX': -6.315108494272343, 'pfxZ': 10.644754657595428, 'pX': -1.4314572515446327, 'pZ': 2.763986046163542, 'vX0': 4.5111546309324, 'vY0': -134.72421749184778, 'vZ0': -5.701137368073676, 'x': 171.56, 'y': 164.15, 'x0': -2.3086161385436017, 'y0': 50.003082439576474, 'z0': 5.803886018818918, 'aX': -11.588628515327027}",Ball,84.5,6.644055304796307,718759,592332,0.4068255732792263,Strikeout,92.6,1.61939992884074,3.37846298660552,Four-Seam Fastball,0.9,11
680977,"{'breakAngle': 45.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -10.9, 'breakVerticalInduced': 19.8, 'breakHorizontal': 11.0, 'spinRate': 2285, 'spinDirection': 214}","{'aY': 30.166100283430698, 'aZ': -10.432436949317594, 'pfxX': -6.990001945892928, 'pfxZ': 11.416727350537032, 'pX': -0.5999080272837595, 'pZ': 3.2773662606066045, 'vX0': 7.513812739228862, 'vY0': -137.08677801388654, 'vZ0': -4.844289636847875, 'x': 139.87, 'y': 150.29, 'x0': -2.4675174881114224, 'y0': 50.001578923251216, 'z0': 5.778880907660705, 'aX': -13.310289851586376}",Foul,86.1,6.743136555968836,718759,592332,0.3994835999566284,Strikeout,94.3,1.62,3.33,Four-Seam Fastball,0.9,1
680977,"{'breakAngle': 38.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.0, 'breakVerticalInduced': 16.7, 'breakHorizontal': 10.1, 'spinRate': 2196, 'spinDirection': 213}","{'aY': 32.690619797905946, 'aZ': -12.829682271987126, 'pfxX': -6.251572885862525, 'pfxZ': 9.782724341630646, 'pX': -1.1278867402870894, 'pZ': 3.0028165497759036, 'vX0': 5.557585919169588, 'vY0': -139.9887330555234, 'vZ0': -5.404704338855306, 'x': 159.99, 'y': 157.7, 'x0': -2.3302704764326934, 'y0': 50.00336335518858, 'z0': 5.804020566290663, 'aX': -12.362560812793795}",Foul,87.6,6.715986525342669,718759,592332,0.39181647760309524,Strikeout,96.2,1.62,3.33,Four-Seam Fastball,0.9,11
680977,"{'breakAngle': 31.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -14.5, 'breakVerticalInduced': 16.3, 'breakHorizontal': 8.8, 'spinRate': 2134, 'spinDirection': 214}","{'aY': 26.820747571517444, 'aZ': -13.594905439868931, 'pfxX': -5.478432674576658, 'pfxZ': 9.734177328920834, 'pX': -0.4842281429882073, 'pZ': 1.6696682709396942, 'vX0': 6.6979088789785175, 'vY0': -136.48610328147123, 'vZ0': -8.24932869995428, 'x': 135.46, 'y': 193.7, 'x0': -2.245154757928854, 'y0': 50.000871436567046, 'z0': 5.644216763168428, 'aX': -10.453838157161938}",Called Strike,86.8,6.859575546458239,718759,592332,0.39957911841038474,Strikeout,93.9,1.61939992884074,3.2809768361881,Four-Seam Fastball,0.89,7
666182,"{'breakAngle': 10.8, 'breakLength': 10.8, 'breakY': 24.0, 'breakVertical': -46.7, 'breakVerticalInduced': -1.9, 'breakHorizontal': -9.4, 'spinRate': 2315, 'spinDirection': 92}","{'aY': 19.822331904956144, 'aZ': -33.563555546785814, 'pfxX': 4.670189146965884, 'pfxZ': -1.0577497303766368, 'pX': -0.3449122426964671, 'pZ': 1.5121140082467077, 'vX0': 3.5678171144303668, 'vY0': -113.5931624116489, 'vZ0': -1.2915189594402317, 'x': 130.15, 'y': 197.95, 'x0': -2.53985800115387, 'y0': 50.003566712954935, 'z0': 5.409807714961816, 'aX': 6.133220037912584}",Foul,72.4,6.658664992474774,718759,656427,0.48126387816028604,Groundout,78.0,1.64,3.56,Slider,0.82,13
666182,"{'breakAngle': 14.4, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -43.4, 'breakVerticalInduced': -1.2, 'breakHorizontal': -11.2, 'spinRate': 2374, 'spinDirection': 92}","{'aY': 20.993889204733293, 'aZ': -33.22017573344334, 'pfxX': 5.6829787905282405, 'pfxZ': -0.7514034487151839, 'pX': -0.26474705233089535, 'pZ': 2.191425580573749, 'vX0': 3.504645346106205, 'vY0': -116.95260679961581, 'vZ0': -0.6161953462289695, 'x': 127.09, 'y': 179.61, 'x0': -2.518434486494217, 'y0': 50.00369629180835, 'z0': 5.560291836669108, 'aX': 7.9118510748181015}","In play, out(s)",74.4,6.651290070649078,718759,656427,0.4674192662643599,Groundout,80.3,1.64,3.56,Slider,0.9,8
665489,"{'breakAngle': 7.2, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -21.0, 'breakVerticalInduced': 13.4, 'breakHorizontal': 2.6, 'spinRate': 2164, 'spinDirection': 198}","{'aY': 24.15494809864855, 'aZ': -18.81958276195925, 'pfxX': -2.1513036218531494, 'pfxZ': 7.827619377776734, 'pX': -0.1928431572638232, 'pZ': 1.9635158111762703, 'vX0': 6.474820322606402, 'vY0': -129.0933738602802, 'vZ0': -4.907114243330402, 'x': 124.35, 'y': 185.77, 'x0': -2.442122399355346, 'y0': 50.002403735108125, 'z0': 5.3162189971903775, 'aX': -3.6706384389335542}",Called Strike,82.1,6.743314504254568,718759,656427,0.4225395493603554,Groundout,88.7,1.66941470658227,3.60977211892273,Four-Seam Fastball,0.88,8
665489,"{'breakAngle': 24.0, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -32.4, 'breakVerticalInduced': 8.0, 'breakHorizontal': 13.9, 'spinRate': 1878, 'spinDirection': 202}","{'aY': 22.901439196713277, 'aZ': -24.920000085704967, 'pfxX': -8.404549198754026, 'pfxZ': 5.0120191880387095, 'pX': -1.2231695877129112, 'pZ': 1.0447852760507947, 'vX0': 5.473024354080416, 'vY0': -119.51432696642149, 'vZ0': -5.180750656407432, 'x': 163.62, 'y': 210.57, 'x0': -2.450219385287783, 'y0': 50.00257752699034, 'z0': 5.476926349716258, 'aX': -12.165558197772627}",Ball,75.6,6.522527682613526,718759,656427,0.4581782396733156,Groundout,82.2,1.66941470658227,3.48798428775666,Changeup,0.98,13
665489,"{'breakAngle': 9.6, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -19.6, 'breakVerticalInduced': 13.6, 'breakHorizontal': 3.2, 'spinRate': 2293, 'spinDirection': 200}","{'aY': 26.756361051843257, 'aZ': -18.704235978421238, 'pfxX': -2.6001036062221234, 'pfxZ': 7.6048694216427695, 'pX': -0.12611965725493304, 'pZ': 3.4236937772133254, 'vX0': 6.847508486759816, 'vY0': -131.92381718602007, 'vZ0': -1.9622434442301762, 'x': 121.81, 'y': 146.34, 'x0': -2.4118721840036432, 'y0': 50.005023964811, 'z0': 5.548705358247015, 'aX': -4.607900365476868}",Foul,83.3,6.5442271680500985,718759,656427,0.4144073273114772,Groundout,90.6,1.67,3.61,Four-Seam Fastball,0.9,2
665489,"{'breakAngle': 4.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -17.2, 'breakVerticalInduced': 13.9, 'breakHorizontal': 1.4, 'spinRate': 2346, 'spinDirection': 198}","{'aY': 26.897404052270826, 'aZ': -16.45643862678737, 'pfxX': -1.838165387429762, 'pfxZ': 8.299028720598034, 'pX': 1.1420989230887806, 'pZ': 1.7186786824953673, 'vX0': 10.146075241414437, 'vY0': -136.0119490345964, 'vZ0': -6.527496848199671, 'x': 73.47, 'y': 192.38, 'x0': -2.3807126756593355, 'y0': 50.00002175404806, 'z0': 5.270456005260421, 'aX': -3.4823302194469483}",Ball,86.6,6.854870168412287,718759,656427,0.4011049781162055,Groundout,93.6,1.66941470658227,3.56106172808455,Four-Seam Fastball,0.93,14
665489,"{'breakAngle': 2.4, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -20.5, 'breakVerticalInduced': 11.2, 'breakHorizontal': -1.0, 'spinRate': 2189, 'spinDirection': 197}","{'aY': 25.26679283875919, 'aZ': -20.173828427262517, 'pfxX': -0.11625477074370177, 'pfxZ': 6.462607004379603, 'pX': -0.042306719100272575, 'pZ': 2.5494468901877188, 'vX0': 6.529512748693642, 'vY0': -134.43831412604032, 'vZ0': -3.872083366041155, 'x': 118.61, 'y': 169.94, 'x0': -2.4729466394415707, 'y0': 50.002410980881564, 'z0': 5.4151823468243565, 'aX': -0.2178307135995359}",Foul,85.7,6.736142719051631,718759,656427,0.4052448116849554,Groundout,92.3,1.67,3.61,Four-Seam Fastball,0.91,5
665489,"{'breakAngle': 4.8, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -20.0, 'breakVerticalInduced': 11.5, 'breakHorizontal': 1.8, 'spinRate': 2175, 'spinDirection': 198}","{'aY': 25.899682748133714, 'aZ': -20.452241148134696, 'pfxX': -1.4734464259055255, 'pfxZ': 6.282702790705592, 'pX': -0.8761541177624407, 'pZ': 3.8092617112986904, 'vX0': 4.7336915514197955, 'vY0': -134.8696103145834, 'vZ0': -0.5988511702606601, 'x': 150.4, 'y': 135.93, 'x0': -2.4529884609812824, 'y0': 50.00121124359666, 'z0': 5.460653055956466, 'aX': -2.74918193438962}",Ball,85.6,6.667947011753001,718759,656427,0.4041983424261071,Groundout,92.6,1.66941470658227,3.48798428775666,Four-Seam Fastball,0.91,11
665489,"{'breakAngle': 9.6, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -40.6, 'breakVerticalInduced': 2.3, 'breakHorizontal': -7.3, 'spinRate': 2193, 'spinDirection': 95}","{'aY': 20.206302387821655, 'aZ': -30.743865241492426, 'pfxX': 3.5161156244029934, 'pfxZ': 1.042624462434631, 'pX': -0.4010032959741045, 'pZ': 2.8111511040569694, 'vX0': 3.9681184083863674, 'vY0': -115.98622918089565, 'vZ0': 0.5269869148553301, 'x': 132.29, 'y': 162.88, 'x0': -2.5861389138788544, 'y0': 50.00355548707978, 'z0': 5.495701424191255, 'aX': 4.824916651331149}",Foul,73.7,6.67450001189049,718759,656427,0.470923713489388,Groundout,79.6,1.67,3.61,Slider,0.92,4
665489,"{'breakAngle': 12.0, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -42.4, 'breakVerticalInduced': 0.2, 'breakHorizontal': -8.9, 'spinRate': 2288, 'spinDirection': 87}","{'aY': 22.486400984189043, 'aZ': -31.930754069275878, 'pfxX': 4.256846263529404, 'pfxZ': 0.1756895691967415, 'pX': 0.15782270120082786, 'pZ': 1.7911093915382048, 'vX0': 4.774592222654537, 'vY0': -116.6906600433489, 'vZ0': -1.4205179960243866, 'x': 110.98, 'y': 190.42, 'x0': -2.469715168916433, 'y0': 50.001403685061554, 'z0': 5.422991404890616, 'aX': 5.854757963819835}","In play, out(s)",73.8,6.72097749332525,718759,656427,0.46984748756465455,Groundout,80.2,1.67,3.61,Slider,0.91,8
662139,"{'breakAngle': 7.2, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -19.2, 'breakVerticalInduced': 15.0, 'breakHorizontal': 2.2, 'spinRate': 2353, 'spinDirection': 195}","{'aY': 26.09968358717433, 'aZ': -16.961506662661794, 'pfxX': -2.038171737149295, 'pfxZ': 8.849886645107617, 'pX': 0.027904574528813803, 'pZ': 1.9363870423550806, 'vX0': 7.207913275788149, 'vY0': -130.01099311171245, 'vZ0': -5.841503735723195, 'x': 115.94, 'y': 186.5, 'x0': -2.51030978636994, 'y0': 50.00631732854131, 'z0': 5.490619445692422, 'aX': -3.50525689648473}",Foul,82.3,6.553251481246065,718759,656427,0.42056091591613765,Strikeout,89.4,1.4,3.09,Four-Seam Fastball,0.91,8
662139,"{'breakAngle': 12.0, 'breakLength': 14.4, 'breakY': 24.0, 'breakVertical': -60.2, 'breakVerticalInduced': -8.9, 'breakHorizontal': -13.1, 'spinRate': 2329, 'spinDirection': 67}","{'aY': 20.058713022579294, 'aZ': -38.14101024059949, 'pfxX': 6.564087189329317, 'pfxZ': -5.23426880719066, 'pX': 0.24637008898440482, 'pZ': 1.6653958452439201, 'vX0': 4.253373423504701, 'vY0': -106.60675076822615, 'vZ0': 0.6695818833956098, 'x': 107.61, 'y': 193.81, 'x0': -2.6346965592659957, 'y0': 50.00482970732895, 'z0': 5.6878138630636945, 'aX': 7.478514396426888}",Swinging Strike,67.4,6.493389968356733,718759,656427,0.5158019787444603,Strikeout,73.3,1.4,3.09,Knuckle Curve,0.9,9
662139,"{'breakAngle': 10.8, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -37.9, 'breakVerticalInduced': 2.0, 'breakHorizontal': -7.8, 'spinRate': 2460, 'spinDirection': 87}","{'aY': 24.27515902014674, 'aZ': -29.718543226133626, 'pfxX': 3.6505959309093257, 'pfxZ': 1.6755688030275806, 'pX': -0.05629909590708263, 'pZ': 0.6131082694878032, 'vX0': 4.794426656475313, 'vY0': -120.51469842001043, 'vZ0': -4.952228961615217, 'x': 119.15, 'y': 222.23, 'x0': -2.548765004903505, 'y0': 50.00372471668589, 'z0': 5.331696898280007, 'aX': 5.347685105503707}",Ball,76.3,6.828184809774469,718759,656427,0.4551737508243958,Strikeout,82.8,1.39933323661857,3.06528793338798,Slider,0.91,13
662139,"{'breakAngle': 2.4, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -19.7, 'breakVerticalInduced': 12.0, 'breakHorizontal': -1.0, 'spinRate': 2235, 'spinDirection': 198}","{'aY': 24.899607593810074, 'aZ': -19.09091098700666, 'pfxX': -0.2886827160898098, 'pfxZ': 7.04797563662927, 'pX': 0.5915292263027735, 'pZ': 2.0139495815517323, 'vX0': 8.152525777245947, 'vY0': -134.36180140041665, 'vZ0': -5.269867939638345, 'x': 94.45, 'y': 184.4, 'x0': -2.4248866554940376, 'y0': 50.00306395076832, 'z0': 5.327439251164393, 'aX': -0.5356724949175219}",Foul,85.8,6.8247962731185945,718759,656427,0.4052574591312337,Strikeout,92.4,1.4,3.09,Four-Seam Fastball,0.91,6
662139,"{'breakAngle': 13.2, 'breakLength': 13.2, 'breakY': 24.0, 'breakVertical': -55.2, 'breakVerticalInduced': -4.3, 'breakHorizontal': -12.8, 'spinRate': 2394, 'spinDirection': 68}","{'aY': 19.171746354325442, 'aZ': -35.29586292674206, 'pfxX': 6.365609790785582, 'pfxZ': -2.707144327780446, 'pX': 0.5813730693258972, 'pZ': 2.0346753877732184, 'vX0': 4.843050506582968, 'vY0': -106.91317176813337, 'vZ0': 0.6957942777132662, 'x': 94.84, 'y': 183.84, 'x0': -2.543819285968014, 'y0': 50.003933978086835, 'z0': 5.67997365962923, 'aX': 7.3366810349019405}",Swinging Strike,67.8,6.466041403127879,718759,656427,0.513163995277977,Strikeout,73.5,1.4,3.09,Knuckle Curve,0.8,9
